entity_id,state,last_changed
sensor.available_current_l1,16,2025-05-01T13:14:02.808Z
sensor.available_current_l1,14,2025-05-01T13:14:06.874Z
sensor.available_current_l1,16,2025-05-01T13:14:08.149Z
sensor.available_current_l1,15,2025-05-01T13:14:43.112Z
sensor.available_current_l1,14,2025-05-01T13:14:45.575Z
sensor.available_current_l1,15,2025-05-01T13:14:52.890Z
sensor.available_current_l1,14,2025-05-01T13:14:57.931Z
sensor.available_current_l1,13,2025-05-01T13:15:02.873Z
sensor.available_current_l1,14,2025-05-01T13:15:07.447Z
sensor.available_current_l1,13,2025-05-01T13:15:16.988Z
sensor.available_current_l1,14,2025-05-01T13:15:23.125Z
sensor.available_current_l1,15,2025-05-01T13:15:27.118Z
sensor.available_current_l1,16,2025-05-01T13:15:41.853Z
sensor.available_current_l1,15,2025-05-01T13:15:43.993Z
sensor.available_current_l1,16,2025-05-01T13:15:49.006Z
sensor.available_current_l1,15,2025-05-01T13:15:58.953Z
sensor.available_current_l1,16,2025-05-01T13:16:00.044Z
sensor.available_current_l1,15,2025-05-01T13:16:41.439Z
sensor.available_current_l1,14,2025-05-01T13:16:42.440Z
sensor.available_current_l1,12,2025-05-01T13:16:43.840Z
sensor.available_current_l1,14,2025-05-01T13:16:45.266Z
sensor.available_current_l1,13,2025-05-01T13:16:46.484Z
sensor.available_current_l1,12,2025-05-01T13:16:50.237Z
sensor.available_current_l1,11,2025-05-01T13:16:55.265Z
sensor.available_current_l1,12,2025-05-01T13:16:56.435Z
sensor.available_current_l1,11,2025-05-01T13:17:10.571Z
sensor.available_current_l1,12,2025-05-01T13:17:12.881Z
sensor.available_current_l1,11,2025-05-01T13:17:20.104Z
sensor.available_current_l1,12,2025-05-01T13:17:51.889Z
sensor.available_current_l1,13,2025-05-01T13:18:00.119Z
sensor.available_current_l1,14,2025-05-01T13:18:05.143Z
sensor.available_current_l1,13,2025-05-01T13:18:11.410Z
sensor.available_current_l1,14,2025-05-01T13:18:15.352Z
sensor.available_current_l1,13,2025-05-01T13:18:23.116Z
sensor.available_current_l1,12,2025-05-01T13:18:28.619Z
sensor.available_current_l1,11,2025-05-01T13:18:34.984Z
sensor.available_current_l1,12,2025-05-01T13:18:35.986Z
sensor.available_current_l1,11,2025-05-01T13:18:54.163Z
sensor.available_current_l1,12,2025-05-01T13:19:09.100Z
sensor.available_current_l1,11,2025-05-01T13:19:15.234Z
sensor.available_current_l1,8,2025-05-01T13:19:39.115Z
sensor.available_current_l1,10,2025-05-01T13:19:40.562Z
sensor.available_current_l1,12,2025-05-01T13:19:41.839Z
sensor.available_current_l1,13,2025-05-01T13:19:56.846Z
sensor.available_current_l1,14,2025-05-01T13:19:59.119Z
sensor.available_current_l1,13,2025-05-01T13:20:04.186Z
sensor.available_current_l1,12,2025-05-01T13:20:09.175Z
sensor.available_current_l1,13,2025-05-01T13:20:10.495Z
sensor.available_current_l1,14,2025-05-01T13:20:15.589Z
sensor.available_current_l1,15,2025-05-01T13:20:21.851Z
sensor.available_current_l1,16,2025-05-01T13:20:30.103Z
sensor.available_current_l1,15,2025-05-01T13:20:58.099Z
sensor.available_current_l1,16,2025-05-01T13:20:59.440Z
sensor.available_current_l1,14,2025-05-01T13:21:09.481Z
sensor.available_current_l1,16,2025-05-01T13:21:10.592Z
sensor.available_current_l1,12,2025-05-01T13:22:21.875Z
sensor.available_current_l1,15,2025-05-01T13:22:22.943Z
sensor.available_current_l1,16,2025-05-01T13:22:24.142Z
sensor.available_current_l1,13,2025-05-01T13:23:06.859Z
sensor.available_current_l1,16,2025-05-01T13:23:07.890Z
sensor.available_current_l1,12,2025-05-01T13:24:09.124Z
sensor.available_current_l1,16,2025-05-01T13:24:10.457Z
sensor.available_current_l1,15,2025-05-01T13:24:42.883Z
sensor.available_current_l1,16,2025-05-01T13:24:44.179Z
sensor.available_current_l1,15,2025-05-01T13:24:53.931Z
sensor.available_current_l1,16,2025-05-01T13:24:55.311Z
sensor.available_current_l1,15,2025-05-01T13:25:13.028Z
sensor.available_current_l1,14,2025-05-01T13:25:41.890Z
sensor.available_current_l1,15,2025-05-01T13:25:48.868Z
sensor.available_current_l1,12,2025-05-01T13:26:02.905Z
sensor.available_current_l1,15,2025-05-01T13:26:03.912Z
sensor.available_current_l1,16,2025-05-01T13:26:41.869Z
sensor.available_current_l1,13,2025-05-01T13:26:47.101Z
sensor.available_current_l1,15,2025-05-01T13:26:48.457Z
sensor.available_current_l1,13,2025-05-01T13:27:49.564Z
sensor.available_current_l1,12,2025-05-01T13:27:50.866Z
sensor.available_current_l1,15,2025-05-01T13:27:52.118Z
sensor.available_current_l1,14,2025-05-01T13:28:12.122Z
sensor.available_current_l1,13,2025-05-01T13:28:22.383Z
sensor.available_current_l1,14,2025-05-01T13:28:23.439Z
sensor.available_current_l1,15,2025-05-01T13:28:28.438Z
sensor.available_current_l1,12,2025-05-01T13:28:34.651Z
sensor.available_current_l1,15,2025-05-01T13:28:36.122Z
sensor.available_current_l1,16,2025-05-01T13:28:55.128Z
sensor.available_current_l1,15,2025-05-01T13:29:20.913Z
sensor.available_current_l1,16,2025-05-01T13:29:33.557Z
sensor.available_current_l1,15,2025-05-01T13:29:41.068Z
sensor.available_current_l1,16,2025-05-01T13:29:42.437Z
sensor.available_current_l1,14,2025-05-01T13:30:25.826Z
sensor.available_current_l1,16,2025-05-01T13:30:27.251Z
sensor.available_current_l1,15,2025-05-01T13:30:30.860Z
sensor.available_current_l1,14,2025-05-01T13:30:33.406Z
sensor.available_current_l1,13,2025-05-01T13:30:34.631Z
sensor.available_current_l1,14,2025-05-01T13:30:38.402Z
sensor.available_current_l1,15,2025-05-01T13:30:43.509Z
sensor.available_current_l1,14,2025-05-01T13:30:53.447Z
sensor.available_current_l1,13,2025-05-01T13:30:55.929Z
sensor.available_current_l1,14,2025-05-01T13:31:02.431Z
sensor.available_current_l1,11,2025-05-01T13:31:27.162Z
sensor.available_current_l1,9,2025-05-01T13:31:28.450Z
sensor.available_current_l1,11,2025-05-01T13:31:30.858Z
sensor.available_current_l1,12,2025-05-01T13:31:40.842Z
sensor.available_current_l1,13,2025-05-01T13:31:50.112Z
sensor.available_current_l1,14,2025-05-01T13:31:52.612Z
sensor.available_current_l1,15,2025-05-01T13:31:53.693Z
sensor.available_current_l1,14,2025-05-01T13:31:57.473Z
sensor.available_current_l1,13,2025-05-01T13:32:00.147Z
sensor.available_current_l1,14,2025-05-01T13:32:10.430Z
sensor.available_current_l1,10,2025-05-01T13:32:13.950Z
sensor.available_current_l1,14,2025-05-01T13:32:14.951Z
sensor.available_current_l1,13,2025-05-01T13:32:19.875Z
sensor.available_current_l1,12,2025-05-01T13:32:22.563Z
sensor.available_current_l1,11,2025-05-01T13:32:25.057Z
sensor.available_current_l1,12,2025-05-01T13:33:01.086Z
sensor.available_current_l1,13,2025-05-01T13:33:13.131Z
sensor.available_current_l1,12,2025-05-01T13:33:14.446Z
sensor.available_current_l1,13,2025-05-01T13:33:15.789Z
sensor.available_current_l1,12,2025-05-01T13:33:19.992Z
sensor.available_current_l1,11,2025-05-01T13:33:23.657Z
sensor.available_current_l1,12,2025-05-01T13:33:30.996Z
sensor.available_current_l1,11,2025-05-01T13:33:37.133Z
sensor.available_current_l1,10,2025-05-01T13:33:58.451Z
sensor.available_current_l1,11,2025-05-01T13:33:59.569Z
sensor.available_current_l1,12,2025-05-01T13:34:46.007Z
sensor.available_current_l1,8,2025-05-01T13:35:57.442Z
sensor.available_current_l1,9,2025-05-01T13:35:58.567Z
sensor.available_current_l1,12,2025-05-01T13:35:59.835Z
sensor.available_current_l1,13,2025-05-01T13:36:48.177Z
sensor.available_current_l1,14,2025-05-01T13:36:51.894Z
sensor.available_current_l1,15,2025-05-01T13:36:55.863Z
sensor.available_current_l1,14,2025-05-01T13:37:07.822Z
sensor.available_current_l1,13,2025-05-01T13:37:09.914Z
sensor.available_current_l1,12,2025-05-01T13:37:11.086Z
sensor.available_current_l1,11,2025-05-01T13:37:49.888Z
sensor.available_current_l1,12,2025-05-01T13:39:26.831Z
sensor.available_current_l1,13,2025-05-01T13:39:36.949Z
sensor.available_current_l1,12,2025-05-01T13:39:40.858Z
sensor.available_current_l1,13,2025-05-01T13:39:56.894Z
sensor.available_current_l1,14,2025-05-01T13:40:01.937Z
sensor.available_current_l1,15,2025-05-01T13:40:10.019Z
sensor.available_current_l1,16,2025-05-01T13:40:34.426Z
sensor.available_current_l1,15,2025-05-01T13:42:12.152Z
sensor.available_current_l1,16,2025-05-01T13:42:13.436Z
sensor.available_current_l1,15,2025-05-01T13:42:14.489Z
sensor.available_current_l1,12,2025-05-01T13:43:03.461Z
sensor.available_current_l1,15,2025-05-01T13:43:04.593Z
sensor.available_current_l1,14,2025-05-01T13:49:21.471Z
sensor.available_current_l1,13,2025-05-01T13:49:26.587Z
sensor.available_current_l1,12,2025-05-01T13:49:29.870Z
sensor.available_current_l1,11,2025-05-01T13:49:31.194Z
sensor.available_current_l1,12,2025-05-01T13:50:01.959Z
sensor.available_current_l1,11,2025-05-01T13:50:10.448Z
sensor.available_current_l1,12,2025-05-01T13:51:11.834Z
sensor.available_current_l1,11,2025-05-01T13:51:23.101Z
sensor.available_current_l1,12,2025-05-01T13:51:30.582Z
sensor.available_current_l1,13,2025-05-01T13:51:36.870Z
sensor.available_current_l1,14,2025-05-01T13:51:38.076Z
sensor.available_current_l1,15,2025-05-01T13:51:40.562Z
sensor.available_current_l1,14,2025-05-01T13:53:23.287Z
sensor.available_current_l1,13,2025-05-01T13:53:30.948Z
sensor.available_current_l1,12,2025-05-01T13:53:32.184Z
sensor.available_current_l1,11,2025-05-01T13:53:37.231Z
sensor.available_current_l1,12,2025-05-01T13:53:39.832Z
sensor.available_current_l1,13,2025-05-01T13:54:01.081Z
sensor.available_current_l1,14,2025-05-01T13:54:07.106Z
sensor.available_current_l1,15,2025-05-01T13:54:12.153Z
sensor.available_current_l1,14,2025-05-01T14:05:04.386Z
sensor.available_current_l1,15,2025-05-01T14:05:05.520Z
sensor.available_current_l1,14,2025-05-01T14:06:23.790Z
sensor.available_current_l1,15,2025-05-01T14:06:25.252Z
sensor.available_current_l1,14,2025-05-01T14:06:53.962Z
sensor.available_current_l1,15,2025-05-01T14:07:34.120Z
sensor.available_current_l1,14,2025-05-01T14:07:54.168Z
sensor.available_current_l1,15,2025-05-01T14:07:59.075Z
sensor.available_current_l1,14,2025-05-01T14:08:00.602Z
sensor.available_current_l1,13,2025-05-01T14:08:03.880Z
sensor.available_current_l1,12,2025-05-01T14:08:06.517Z
sensor.available_current_l1,11,2025-05-01T14:08:08.913Z
sensor.available_current_l1,10,2025-05-01T14:09:21.893Z
sensor.available_current_l1,11,2025-05-01T14:09:23.146Z
sensor.available_current_l1,12,2025-05-01T14:09:44.161Z
sensor.available_current_l1,13,2025-05-01T14:09:47.873Z
sensor.available_current_l1,14,2025-05-01T14:09:50.048Z
sensor.available_current_l1,15,2025-05-01T14:10:09.878Z
sensor.available_current_l1,14,2025-05-01T14:10:11.354Z
sensor.available_current_l1,15,2025-05-01T14:10:14.392Z
sensor.available_current_l1,14,2025-05-01T14:10:27.402Z
sensor.available_current_l1,13,2025-05-01T14:10:49.745Z
sensor.available_current_l1,12,2025-05-01T14:10:52.647Z
sensor.available_current_l1,11,2025-05-01T14:10:53.968Z
sensor.available_current_l1,10,2025-05-01T14:11:47.533Z
sensor.available_current_l1,11,2025-05-01T14:13:01.556Z
sensor.available_current_l1,12,2025-05-01T14:13:27.965Z
sensor.available_current_l1,13,2025-05-01T14:13:30.116Z
sensor.available_current_l1,14,2025-05-01T14:13:32.838Z
sensor.available_current_l1,13,2025-05-01T14:13:39.873Z
sensor.available_current_l1,12,2025-05-01T14:13:41.309Z
sensor.available_current_l1,11,2025-05-01T14:13:42.478Z
sensor.available_current_l1,12,2025-05-01T14:13:58.942Z
sensor.available_current_l1,13,2025-05-01T14:14:00.113Z
sensor.available_current_l1,14,2025-05-01T14:14:03.913Z
sensor.available_current_l1,13,2025-05-01T14:14:16.398Z
sensor.available_current_l1,14,2025-05-01T14:14:23.948Z
sensor.available_current_l1,15,2025-05-01T14:14:36.136Z
sensor.available_current_l1,14,2025-05-01T14:15:30.454Z
sensor.available_current_l1,15,2025-05-01T14:15:33.850Z
sensor.available_current_l1,14,2025-05-01T14:21:39.956Z
sensor.available_current_l1,15,2025-05-01T14:21:41.113Z
sensor.available_current_l1,14,2025-05-01T14:23:07.114Z
sensor.available_current_l1,15,2025-05-01T14:23:17.042Z
sensor.available_current_l1,14,2025-05-01T14:23:32.117Z
sensor.available_current_l1,15,2025-05-01T14:23:35.976Z
sensor.available_current_l1,14,2025-05-01T14:23:55.446Z
sensor.available_current_l1,15,2025-05-01T14:23:59.448Z
sensor.available_current_l1,14,2025-05-01T14:24:13.026Z
sensor.available_current_l1,13,2025-05-01T14:24:17.145Z
sensor.available_current_l1,12,2025-05-01T14:24:29.849Z
sensor.available_current_l1,13,2025-05-01T14:24:33.883Z
sensor.available_current_l1,14,2025-05-01T14:24:38.407Z
sensor.available_current_l1,13,2025-05-01T14:24:45.982Z
sensor.available_current_l1,12,2025-05-01T14:24:47.088Z
sensor.available_current_l1,13,2025-05-01T14:24:59.833Z
sensor.available_current_l1,14,2025-05-01T14:25:03.869Z
sensor.available_current_l1,15,2025-05-01T14:25:05.874Z
sensor.available_current_l1,14,2025-05-01T14:25:18.920Z
sensor.available_current_l1,13,2025-05-01T14:25:22.086Z
sensor.available_current_l1,14,2025-05-01T14:25:25.141Z
sensor.available_current_l1,13,2025-05-01T14:25:28.827Z
sensor.available_current_l1,12,2025-05-01T14:25:30.067Z
sensor.available_current_l1,13,2025-05-01T14:25:34.082Z
sensor.available_current_l1,14,2025-05-01T14:25:37.855Z
sensor.available_current_l1,13,2025-05-01T14:25:43.871Z
sensor.available_current_l1,14,2025-05-01T14:25:46.439Z
sensor.available_current_l1,15,2025-05-01T14:26:02.480Z
sensor.available_current_l1,14,2025-05-01T14:26:08.924Z
sensor.available_current_l1,15,2025-05-01T14:26:21.027Z
sensor.available_current_l1,12,2025-05-01T14:27:05.978Z
sensor.available_current_l1,14,2025-05-01T14:27:07.538Z
sensor.available_current_l1,13,2025-05-01T14:27:22.105Z
sensor.available_current_l1,12,2025-05-01T14:27:30.870Z
sensor.available_current_l1,13,2025-05-01T14:27:42.165Z
sensor.available_current_l1,14,2025-05-01T14:27:47.254Z
sensor.available_current_l1,13,2025-05-01T14:27:49.885Z
sensor.available_current_l1,14,2025-05-01T14:27:50.891Z
sensor.available_current_l1,13,2025-05-01T14:28:26.057Z
sensor.available_current_l1,12,2025-05-01T14:28:41.003Z
sensor.available_current_l1,13,2025-05-01T14:28:47.522Z
sensor.available_current_l1,14,2025-05-01T14:28:58.570Z
sensor.available_current_l1,15,2025-05-01T14:29:28.895Z
sensor.available_current_l1,14,2025-05-01T14:32:24.672Z
sensor.available_current_l1,15,2025-05-01T14:32:27.506Z
sensor.available_current_l1,14,2025-05-01T14:32:31.042Z
sensor.available_current_l1,15,2025-05-01T14:32:39.955Z
sensor.available_current_l1,14,2025-05-01T14:33:08.462Z
sensor.available_current_l1,15,2025-05-01T14:33:10.530Z
sensor.available_current_l1,14,2025-05-01T14:33:20.123Z
sensor.available_current_l1,15,2025-05-01T14:33:23.847Z
sensor.available_current_l1,14,2025-05-01T14:33:25.135Z
sensor.available_current_l1,15,2025-05-01T14:33:30.858Z
sensor.available_current_l1,14,2025-05-01T14:33:33.461Z
sensor.available_current_l1,15,2025-05-01T14:33:34.683Z
sensor.available_current_l1,14,2025-05-01T14:33:38.396Z
sensor.available_current_l1,15,2025-05-01T14:33:52.653Z
sensor.available_current_l1,14,2025-05-01T14:33:56.170Z
sensor.available_current_l1,15,2025-05-01T14:34:01.123Z
sensor.available_current_l1,14,2025-05-01T14:34:09.430Z
sensor.available_current_l1,15,2025-05-01T14:34:10.811Z
sensor.available_current_l1,14,2025-05-01T14:34:15.889Z
sensor.available_current_l1,15,2025-05-01T14:34:17.172Z
sensor.available_current_l1,14,2025-05-01T14:34:21.866Z
sensor.available_current_l1,15,2025-05-01T14:34:23.242Z
sensor.available_current_l1,14,2025-05-01T14:37:18.127Z
sensor.available_current_l1,13,2025-05-01T14:37:23.050Z
sensor.available_current_l1,14,2025-05-01T14:37:28.051Z
sensor.available_current_l1,15,2025-05-01T14:37:35.576Z
sensor.available_current_l1,14,2025-05-01T14:37:41.855Z
sensor.available_current_l1,15,2025-05-01T14:37:46.877Z
sensor.available_current_l1,14,2025-05-01T14:37:50.845Z
sensor.available_current_l1,15,2025-05-01T14:38:00.122Z
sensor.available_current_l1,14,2025-05-01T14:38:40.652Z
sensor.available_current_l1,15,2025-05-01T14:39:16.854Z
sensor.available_current_l1,14,2025-05-01T14:39:18.245Z
sensor.available_current_l1,15,2025-05-01T14:39:42.137Z
sensor.available_current_l1,14,2025-05-01T14:40:07.102Z
sensor.available_current_l1,15,2025-05-01T14:40:09.437Z
sensor.available_current_l1,14,2025-05-01T14:40:10.449Z
sensor.available_current_l1,15,2025-05-01T14:40:11.779Z
sensor.available_current_l1,14,2025-05-01T14:40:56.864Z
sensor.available_current_l1,15,2025-05-01T14:41:29.067Z
sensor.available_current_l1,25.0,2025-05-01T14:41:30.441Z
sensor.available_current_l2,unavailable,2025-05-01T10:00:00.000Z
sensor.available_current_l2,14,2025-05-01T10:39:55.435Z
sensor.available_current_l2,15,2025-05-01T10:43:24.484Z
sensor.available_current_l2,14,2025-05-01T10:43:32.830Z
sensor.available_current_l2,15,2025-05-01T10:43:41.593Z
sensor.available_current_l2,14,2025-05-01T10:43:45.855Z
sensor.available_current_l2,15,2025-05-01T10:43:48.455Z
sensor.available_current_l2,14,2025-05-01T10:43:51.082Z
sensor.available_current_l2,15,2025-05-01T10:43:54.870Z
sensor.available_current_l2,14,2025-05-01T10:43:56.125Z
sensor.available_current_l2,15,2025-05-01T10:44:12.241Z
sensor.available_current_l2,14,2025-05-01T10:44:15.833Z
sensor.available_current_l2,15,2025-05-01T10:44:17.835Z
sensor.available_current_l2,14,2025-05-01T10:44:21.126Z
sensor.available_current_l2,15,2025-05-01T10:44:23.832Z
sensor.available_current_l2,14,2025-05-01T10:44:24.850Z
sensor.available_current_l2,15,2025-05-01T10:44:31.132Z
sensor.available_current_l2,14,2025-05-01T10:44:32.377Z
sensor.available_current_l2,15,2025-05-01T10:44:37.985Z
sensor.available_current_l2,14,2025-05-01T10:44:38.987Z
sensor.available_current_l2,15,2025-05-01T10:44:40.217Z
sensor.available_current_l2,14,2025-05-01T10:44:41.571Z
sensor.available_current_l2,15,2025-05-01T10:44:42.856Z
sensor.available_current_l2,14,2025-05-01T10:44:43.875Z
sensor.available_current_l2,15,2025-05-01T10:44:44.901Z
sensor.available_current_l2,14,2025-05-01T10:44:45.903Z
sensor.available_current_l2,15,2025-05-01T10:44:48.842Z
sensor.available_current_l2,14,2025-05-01T10:44:50.851Z
sensor.available_current_l2,15,2025-05-01T10:45:03.474Z
sensor.available_current_l2,14,2025-05-01T10:45:04.507Z
sensor.available_current_l2,15,2025-05-01T10:45:19.906Z
sensor.available_current_l2,14,2025-05-01T10:45:22.152Z
sensor.available_current_l2,15,2025-05-01T10:45:50.458Z
sensor.available_current_l2,14,2025-05-01T10:45:53.042Z
sensor.available_current_l2,15,2025-05-01T10:45:55.848Z
sensor.available_current_l2,14,2025-05-01T10:45:57.095Z
sensor.available_current_l2,15,2025-05-01T10:46:02.484Z
sensor.available_current_l2,14,2025-05-01T10:46:06.327Z
sensor.available_current_l2,15,2025-05-01T10:46:07.471Z
sensor.available_current_l2,14,2025-05-01T10:46:12.254Z
sensor.available_current_l2,15,2025-05-01T10:46:14.571Z
sensor.available_current_l2,14,2025-05-01T10:46:17.180Z
sensor.available_current_l2,15,2025-05-01T10:46:19.988Z
sensor.available_current_l2,14,2025-05-01T10:46:22.579Z
sensor.available_current_l2,16,2025-05-01T10:55:04.130Z
sensor.available_current_l2,8,2025-05-01T10:55:05.261Z
sensor.available_current_l2,17,2025-05-01T10:56:52.126Z
sensor.available_current_l2,16,2025-05-01T10:59:09.174Z
sensor.available_current_l2,17,2025-05-01T10:59:11.517Z
sensor.available_current_l2,10,2025-05-01T11:00:13.599Z
sensor.available_current_l2,8,2025-05-01T11:03:05.195Z
sensor.available_current_l2,10,2025-05-01T11:07:39.910Z
sensor.available_current_l2,1,2025-05-01T11:07:41.136Z
sensor.available_current_l2,4,2025-05-01T11:08:16.179Z
sensor.available_current_l2,7,2025-05-01T11:08:17.630Z
sensor.available_current_l2,8,2025-05-01T11:08:18.986Z
sensor.available_current_l2,7,2025-05-01T11:08:19.992Z
sensor.available_current_l2,6,2025-05-01T11:08:21.604Z
sensor.available_current_l2,10,2025-05-01T12:00:04.518Z
sensor.available_current_l2,11,2025-05-01T12:00:05.659Z
sensor.available_current_l2,13,2025-05-01T12:00:06.997Z
sensor.available_current_l2,12,2025-05-01T12:00:12.069Z
sensor.available_current_l2,13,2025-05-01T12:00:15.938Z
sensor.available_current_l2,12,2025-05-01T12:06:12.915Z
sensor.available_current_l2,13,2025-05-01T12:06:14.175Z
sensor.available_current_l2,12,2025-05-01T12:06:21.533Z
sensor.available_current_l2,13,2025-05-01T12:06:24.100Z
sensor.available_current_l2,12,2025-05-01T12:06:30.385Z
sensor.available_current_l2,13,2025-05-01T12:06:31.540Z
sensor.available_current_l2,12,2025-05-01T12:07:43.923Z
sensor.available_current_l2,14,2025-05-01T12:07:45.936Z
sensor.available_current_l2,21,2025-05-01T12:07:46.937Z
sensor.available_current_l2,22,2025-05-01T12:11:20.833Z
sensor.available_current_l2,21,2025-05-01T12:11:24.007Z
sensor.available_current_l2,22,2025-05-01T12:11:28.982Z
sensor.available_current_l2,21,2025-05-01T12:11:30.622Z
sensor.available_current_l2,22,2025-05-01T12:11:31.974Z
sensor.available_current_l2,21,2025-05-01T12:11:32.976Z
sensor.available_current_l2,22,2025-05-01T12:11:36.433Z
sensor.available_current_l2,21,2025-05-01T12:11:47.511Z
sensor.available_current_l2,22,2025-05-01T12:11:49.994Z
sensor.available_current_l2,21,2025-05-01T12:11:51.393Z
sensor.available_current_l2,22,2025-05-01T12:11:52.526Z
sensor.available_current_l2,21,2025-05-01T12:11:53.813Z
sensor.available_current_l2,22,2025-05-01T12:12:14.445Z
sensor.available_current_l2,21,2025-05-01T12:12:18.937Z
sensor.available_current_l2,22,2025-05-01T12:12:20.291Z
sensor.available_current_l2,21,2025-05-01T12:12:24.058Z
sensor.available_current_l2,22,2025-05-01T12:12:25.641Z
sensor.available_current_l2,21,2025-05-01T12:12:31.384Z
sensor.available_current_l2,22,2025-05-01T12:12:32.407Z
sensor.available_current_l2,21,2025-05-01T12:12:43.097Z
sensor.available_current_l2,22,2025-05-01T12:12:45.835Z
sensor.available_current_l2,21,2025-05-01T12:12:46.846Z
sensor.available_current_l2,22,2025-05-01T12:12:50.526Z
sensor.available_current_l2,21,2025-05-01T12:14:30.850Z
sensor.available_current_l2,22,2025-05-01T12:14:31.947Z
sensor.available_current_l2,21,2025-05-01T12:14:32.948Z
sensor.available_current_l2,22,2025-05-01T12:14:34.082Z
sensor.available_current_l2,21,2025-05-01T12:14:39.121Z
sensor.available_current_l2,22,2025-05-01T12:14:44.109Z
sensor.available_current_l2,21,2025-05-01T12:14:45.551Z
sensor.available_current_l2,22,2025-05-01T12:15:53.972Z
sensor.available_current_l2,21,2025-05-01T12:16:11.074Z
sensor.available_current_l2,22,2025-05-01T12:16:12.086Z
sensor.available_current_l2,21,2025-05-01T12:16:14.859Z
sensor.available_current_l2,22,2025-05-01T12:16:19.948Z
sensor.available_current_l2,21,2025-05-01T12:16:21.099Z
sensor.available_current_l2,22,2025-05-01T12:16:24.865Z
sensor.available_current_l2,21,2025-05-01T12:16:28.604Z
sensor.available_current_l2,22,2025-05-01T12:16:31.551Z
sensor.available_current_l2,21,2025-05-01T12:16:35.237Z
sensor.available_current_l2,22,2025-05-01T12:16:37.834Z
sensor.available_current_l2,21,2025-05-01T12:16:39.006Z
sensor.available_current_l2,22,2025-05-01T12:16:43.961Z
sensor.available_current_l2,21,2025-05-01T12:16:46.138Z
sensor.available_current_l2,22,2025-05-01T12:16:49.858Z
sensor.available_current_l2,21,2025-05-01T12:16:52.365Z
sensor.available_current_l2,22,2025-05-01T12:16:54.815Z
sensor.available_current_l2,21,2025-05-01T12:16:58.971Z
sensor.available_current_l2,22,2025-05-01T12:17:57.429Z
sensor.available_current_l2,21,2025-05-01T12:17:58.568Z
sensor.available_current_l2,22,2025-05-01T12:18:02.460Z
sensor.available_current_l2,21,2025-05-01T12:18:03.638Z
sensor.available_current_l2,22,2025-05-01T12:18:04.892Z
sensor.available_current_l2,21,2025-05-01T12:18:06.144Z
sensor.available_current_l2,22,2025-05-01T12:18:08.848Z
sensor.available_current_l2,21,2025-05-01T12:18:12.401Z
sensor.available_current_l2,22,2025-05-01T12:18:13.617Z
sensor.available_current_l2,21,2025-05-01T12:18:18.613Z
sensor.available_current_l2,22,2025-05-01T12:18:19.841Z
sensor.available_current_l2,21,2025-05-01T12:18:38.132Z
sensor.available_current_l2,22,2025-05-01T12:18:41.998Z
sensor.available_current_l2,21,2025-05-01T12:19:13.557Z
sensor.available_current_l2,22,2025-05-01T12:19:14.832Z
sensor.available_current_l2,21,2025-05-01T12:19:25.042Z
sensor.available_current_l2,22,2025-05-01T12:19:27.843Z
sensor.available_current_l2,21,2025-05-01T12:20:02.583Z
sensor.available_current_l2,22,2025-05-01T12:20:03.904Z
sensor.available_current_l2,21,2025-05-01T12:20:19.403Z
sensor.available_current_l2,20,2025-05-01T12:20:22.242Z
sensor.available_current_l2,18,2025-05-01T12:20:23.412Z
sensor.available_current_l2,17,2025-05-01T12:20:25.864Z
sensor.available_current_l2,16,2025-05-01T12:20:27.093Z
sensor.available_current_l2,unavailable,2025-05-01T12:21:32.939Z
